"ticker","year","GHG","yearcount","chat_company"
"AEP",2021,62963172.8792,13,"AMERICAN ELECTRIC POWER CO INC"
"AEP",2022,58677513.2008,13,"AMERICAN ELECTRIC POWER CO INC"
"AES",2010,79793725,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2011,66933106,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2012,49009532,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2013,44175188,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2014,68574128.28,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2015,114977047.64,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2016,111153840.44,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2017,99070752.6,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2018,84372336.24,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2019,78344138,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2020,67339249.76,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2021,78000512,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"AES",2022,78070204,13,"THE AES CORPORATION (AES OWNS 100% OF THE COMMON STOCK FOR UNITS GT1 AND GT4)"
"ALB",2010,1091444,13,"ALBEMARLE CORPORATION"
"ALB",2011,1300544,13,"ALBEMARLE CORPORATION"
"ALB",2012,1245244,13,"ALBEMARLE CORPORATION"
"ALB",2013,1192848,13,"ALBEMARLE CORPORATION"
"ALB",2014,1108024,13,"ALBEMARLE CORPORATION"
"ALB",2015,1044180,13,"ALBEMARLE CORPORATION"
"ALB",2016,931636,13,"ALBEMARLE CORPORATION"
"ALB",2017,951164,13,"ALBEMARLE CORPORATION"
"ALB",2018,958204,13,"ALBEMARLE CORPORATION"
"ALB",2019,970552,13,"ALBEMARLE CORPORATION"
"ALB",2020,954608,13,"ALBEMARLE CORPORATION"
"ALB",2021,923056,13,"ALBEMARLE CORPORATION"
"ALB",2022,947916,13,"ALBEMARLE CORPORATION"
"ALE",2010,19118914,13,"ALLETE, INC."
"ALE",2011,19412380,13,"ALLETE, INC."
"ALE",2012,17470513,13,"ALLETE, INC."
"ALE",2013,18978470.6,13,"ALLETE, INC."
"ALE",2014,17922607.6,13,"ALLETE, INC."
"ALE",2015,8082482.2,13,"ALLETE, INC."
"ALE",2016,8011310.3,13,"ALLETE, INC."
"ALE",2017,7128997,13,"ALLETE, INC."
"ALE",2018,7165791.6,13,"ALLETE, INC."
"ALE",2019,4710571,13,"ALLETE, INC."
"ALE",2020,4243024.9,13,"ALLETE, INC."
"ALE",2021,4987019.3,13,"ALLETE, INC."
"ALE",2022,5052398.8,13,"ALLETE, INC."
"ALEX",2010,144968,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2011,179152,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2012,169181,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2013,192695,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2014,188545,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2015,168178,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2016,87643,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2017,47931,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2018,46984,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2019,79260.2,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2020,76420.1,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2021,74248.6,13,"ALEXANDER & BALDWIN, INC."
"ALEX",2022,67331.4,13,"ALEXANDER & BALDWIN, INC."
"AMGN",2010,160450,13,"AMGEN INC"
"AMGN",2011,220652,13,"AMGEN INC"
"AMGN",2012,202240,13,"AMGEN INC"
"AMGN",2013,202584,13,"AMGEN INC"
"AMGN",2014,198472,13,"AMGEN INC"
"AMGN",2015,206012,13,"AMGEN INC"
"AMGN",2016,198520,13,"AMGEN INC"
"AMGN",2017,112596,13,"AMGEN INC"
"AMGN",2018,100260,13,"AMGEN INC"
"AMGN",2019,143976,13,"AMGEN INC"
"AMGN",2020,198468,13,"AMGEN INC"
"AMGN",2021,166320,13,"AMGEN INC"
"AMGN",2022,147916,13,"AMGEN INC"
"ANDE",2010,203862.2214,13,"THE ANDERSONS, INC."
"ANDE",2011,528094.7732,13,"THE ANDERSONS, INC."
"ANDE",2012,517190.7099,13,"THE ANDERSONS, INC."
"ANDE",2013,515185.0036,13,"THE ANDERSONS, INC."
"ANDE",2014,501997.5262,13,"THE ANDERSONS, INC."
"ANDE",2015,1137198.4408,13,"THE ANDERSONS, INC."
"ANDE",2016,1141042.2664,13,"THE ANDERSONS, INC."
"ANDE",2017,1347760.6544,13,"THE ANDERSONS, INC."
"ANDE",2018,1415754.0944,13,"THE ANDERSONS, INC."
"ANDE",2019,1360579.52,13,"THE ANDERSONS, INC."
"ANDE",2020,1338829.8,13,"THE ANDERSONS, INC."
"ANDE",2021,1473336.44,13,"THE ANDERSONS, INC."
"ANDE",2022,1507349.12,13,"THE ANDERSONS, INC."
"APA",2010,191848.5,13,"APACHE CORPORATION"
"APA",2011,21777853.689,13,"APACHE CORPORATION"
"APA",2012,18703384.7265,13,"APACHE CORPORATION"
"APA",2013,14181382.7775,13,"APACHE CORPORATION"
"APA",2014,14182570.494,13,"APACHE CORPORATION"
"APA",2015,9291140.1774,13,"APACHE CORPORATION"
"APA",2016,11933076.2343741,13,"APACHE CORPORATION"
"APA",2017,13604763.6473157,13,"APACHE CORPORATION"
"APA",2018,19724611.6346859,13,"APACHE CORPORATION"
"APA",2019,31322379.7382382,13,"APACHE CORPORATION"
"APA",2020,24001996.8021228,13,"APACHE CORPORATION"
"APA",2021,2328869.1783,13,"APACHE CORPORATION"
"APA",2022,1915333.0592,13,"APACHE CORPORATION"
"APD",2010,859226,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2011,7932934,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2012,7845432,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2013,8098553,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2014,8859206,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2015,12466575,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2016,12310104,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2017,12445640,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2018,12523837,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2019,12683849,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2020,11606326,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2021,12455743,13,"AIR PRODUCTS & CHEMICALS, INC."
"APD",2022,13342140,13,"AIR PRODUCTS & CHEMICALS, INC."
"ASH",2010,219844,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2011,319366,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2012,237247,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2013,219170,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2014,196392,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2015,224843,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2016,195590,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2017,210892,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2018,228583,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2019,220769,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2020,213049,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2021,232288,13,"ASHLAND GLOBAL HOLDINGS INC"
"ASH",2022,219664,13,"ASHLAND GLOBAL HOLDINGS INC"
"ATI",2010,440505,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2011,436989,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2012,469393,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2013,452517,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2014,539205,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2015,469047,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2016,342455,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2017,354371,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2018,397203,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2019,416004,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2020,325869,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2021,300870,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATI",2022,315910,13,"ALLEGHENY TECHNOLOGIES INCORPORATED"
"ATO",2010,315405,13,"ATMOS ENERGY CORPORATION"
"ATO",2011,7739793,13,"ATMOS ENERGY CORPORATION"
"ATO",2012,8382441,13,"ATMOS ENERGY CORPORATION"
"ATO",2013,6743742,13,"ATMOS ENERGY CORPORATION"
"ATO",2014,6432579,13,"ATMOS ENERGY CORPORATION"
"ATO",2015,10237185,13,"ATMOS ENERGY CORPORATION"
"ATO",2016,10884258,13,"ATMOS ENERGY CORPORATION"
"ATO",2017,8412084,13,"ATMOS ENERGY CORPORATION"
"ATO",2018,8537094,13,"ATMOS ENERGY CORPORATION"
"ATO",2019,8430291,13,"ATMOS ENERGY CORPORATION"
"ATO",2020,7913304,13,"ATMOS ENERGY CORPORATION"
"ATO",2021,6793425,13,"ATMOS ENERGY CORPORATION"
"ATO",2022,6778494,13,"ATMOS ENERGY CORPORATION"
"AVA",2010,25072,13,"AVISTA CORPORATION"
"AVA",2011,1233580,13,"AVISTA CORPORATION"
"AVA",2012,1925012,13,"AVISTA CORPORATION"
"AVA",2013,2151102,13,"AVISTA CORPORATION"
"AVA",2014,2271986,13,"AVISTA CORPORATION"
"AVA",2015,2941432,13,"AVISTA CORPORATION"
"AVA",2016,2633478,13,"AVISTA CORPORATION"
"AVA",2017,2426040,13,"AVISTA CORPORATION"
"AVA",2018,2734226,13,"AVISTA CORPORATION"
"AVA",2019,3401914,13,"AVISTA CORPORATION"
"AVA",2020,3093226.50252,13,"AVISTA CORPORATION"
"AVA",2021,3200415.508,13,"AVISTA CORPORATION"
"AVA",2022,3186006.7916,13,"AVISTA CORPORATION"
"AWI",2010,220161,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2011,234302,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2012,220262,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2013,209308,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2014,204964,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2015,197877,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2016,188799,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2017,184998,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2018,206880,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2019,192652,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2020,180373,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2021,184030,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"AWI",2022,183624,13,"ARMSTRONG WORLD INDUSTRIES, INC."
"BA",2010,126708,13,"THE BOEING COMPANY"
"BA",2011,168592,13,"THE BOEING COMPANY"
"BA",2012,161982,13,"THE BOEING COMPANY"
"BA",2013,164168,13,"THE BOEING COMPANY"
"BA",2014,165639,13,"THE BOEING COMPANY"
"BA",2015,152515,13,"THE BOEING COMPANY"
"BA",2016,161552,13,"THE BOEING COMPANY"
"BA",2017,167443,13,"THE BOEING COMPANY"
"BA",2018,161902,13,"THE BOEING COMPANY"
"BA",2019,174934,13,"THE BOEING COMPANY"
"BA",2020,154944,13,"THE BOEING COMPANY"
"BA",2021,156991,13,"THE BOEING COMPANY"
"BA",2022,158302,13,"THE BOEING COMPANY"
"BAK",2010,157424,13,"BRASKEM AMERICA, INC."
"BAK",2011,203644,13,"BRASKEM AMERICA, INC."
"BAK",2012,176728,13,"BRASKEM AMERICA, INC."
"BAK",2013,195204,13,"BRASKEM AMERICA, INC."
"BAK",2014,176740,13,"BRASKEM AMERICA, INC."
"BAK",2015,45397,13,"BRASKEM AMERICA, INC."
"BAK",2016,44725,13,"BRASKEM AMERICA, INC."
"BAK",2017,52127,13,"BRASKEM AMERICA, INC."
"BAK",2018,50267,13,"BRASKEM AMERICA, INC."
"BAK",2019,50446,13,"BRASKEM AMERICA, INC."
"BAK",2020,54292,13,"BRASKEM AMERICA, INC."
"BAK",2021,70434,13,"BRASKEM AMERICA, INC."
"BAK",2022,65552,13,"BRASKEM AMERICA, INC."
"BASF",2010,11427126,13,"BASF CORPORATION"
"BASF",2011,12074055,13,"BASF CORPORATION"
"BASF",2012,11342190,13,"BASF CORPORATION"
"BASF",2013,12167817,13,"BASF CORPORATION"
"BASF",2014,12470238,13,"BASF CORPORATION"
"BASF",2015,12311484,13,"BASF CORPORATION"
"BASF",2016,11846463,13,"BASF CORPORATION"
"BASF",2017,12110040,13,"BASF CORPORATION"
"BASF",2018,11920779,13,"BASF CORPORATION"
"BASF",2019,11229027,13,"BASF CORPORATION"
"BASF",2020,10999149,13,"BASF CORPORATION"
"BASF",2021,12834342,13,"BASF CORPORATION"
"BASF",2022,11733936,13,"BASF CORPORATION"
"BC",2010,56506,13,"BRUNSWICK CORPORATION"
"BC",2011,61072,13,"BRUNSWICK CORPORATION"
"BC",2012,61938,13,"BRUNSWICK CORPORATION"
"BC",2013,77828,13,"BRUNSWICK CORPORATION"
"BC",2014,79298,13,"BRUNSWICK CORPORATION"
"BC",2015,70104,13,"BRUNSWICK CORPORATION"
"BC",2016,72286,13,"BRUNSWICK CORPORATION"
"BC",2017,78108,13,"BRUNSWICK CORPORATION"
"BC",2018,78204,13,"BRUNSWICK CORPORATION"
"BC",2019,75022,13,"BRUNSWICK CORPORATION"
"BC",2020,62820,13,"BRUNSWICK CORPORATION"
"BC",2021,71942,13,"BRUNSWICK CORPORATION"
"BC",2022,76632,13,"BRUNSWICK CORPORATION"
"BDC",2010,107363,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2011,96071,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2012,94718,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2013,99269,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2014,126166,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2015,321332,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2016,317544,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2017,418234,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2018,444674,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2019,558480,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2020,491830,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2021,553028,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BDC",2022,543440,13,"BRIDGESTONE AMERICAS HOLDING, INC."
"BF.B",2010,184868,13,"BROWN-FORMAN CORPORATION"
"BF.B",2011,190908,13,"BROWN-FORMAN CORPORATION"
"BF.B",2012,174312,13,"BROWN-FORMAN CORPORATION"
"BF.B",2013,191804,13,"BROWN-FORMAN CORPORATION"
"BF.B",2014,171164,13,"BROWN-FORMAN CORPORATION"
"BF.B",2015,182948,13,"BROWN-FORMAN CORPORATION"
"BF.B",2016,169076,13,"BROWN-FORMAN CORPORATION"
"BF.B",2017,129492,13,"BROWN-FORMAN CORPORATION"
"BF.B",2018,235296,13,"BROWN-FORMAN CORPORATION"
"BF.B",2019,229752,13,"BROWN-FORMAN CORPORATION"
"BF.B",2020,227976,13,"BROWN-FORMAN CORPORATION"
"BF.B",2021,282404,13,"BROWN-FORMAN CORPORATION"
"BF.B",2022,377748,13,"BROWN-FORMAN CORPORATION"
"BIIB",2010,35794,13,"BIOGEN IDEC, INC."
"BIIB",2011,33966,13,"BIOGEN IDEC, INC."
"BIIB",2012,30244,13,"BIOGEN IDEC, INC."
"BIIB",2013,76312,13,"BIOGEN IDEC, INC."
"BIIB",2014,31908,13,"BIOGEN IDEC, INC."
"BIIB",2015,32786,13,"BIOGEN IDEC, INC."
"BIIB",2016,28959,13,"BIOGEN IDEC, INC."
"BIIB",2017,29927,13,"BIOGEN IDEC, INC."
"BIIB",2018,30258,13,"BIOGEN IDEC, INC."
"BIIB",2019,29570,13,"BIOGEN IDEC, INC."
"BIIB",2020,27101,13,"BIOGEN IDEC, INC."
"BIIB",2021,29388,13,"BIOGEN IDEC, INC."
"BIIB",2022,29755,13,"BIOGEN IDEC, INC."
"BKH",2010,23577644.29,13,"BLACK HILLS CORPORATION"
"BKH",2011,22191928.91,13,"BLACK HILLS CORPORATION"
"BKH",2012,22970637.6,13,"BLACK HILLS CORPORATION"
"BKH",2013,22743807.58,13,"BLACK HILLS CORPORATION"
"BKH",2014,20764036.57,13,"BLACK HILLS CORPORATION"
"BKH",2015,22949997.03,13,"BLACK HILLS CORPORATION"
"BKH",2016,24234296.7,13,"BLACK HILLS CORPORATION"
"BKH",2017,24155079.3,13,"BLACK HILLS CORPORATION"
"BKH",2018,25386686.13,13,"BLACK HILLS CORPORATION"
"BKH",2019,24791978.76,13,"BLACK HILLS CORPORATION"
"BKH",2020,26087008.02,13,"BLACK HILLS CORPORATION"
"BKH",2021,24410365.71,13,"BLACK HILLS CORPORATION"
"BKH",2022,25205805.6,13,"BLACK HILLS CORPORATION"
"BMY",2010,67160,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2011,123522,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2012,118048,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2013,129360,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2014,125673,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2015,122001,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2016,118298,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2017,121417,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2018,110217,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2019,84260,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2020,83475,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2021,90193,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BMY",2022,91669,13,"BRISTOL-MYERS SQUIBB COMPANY"
"BP",2010,24727581.1512,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2011,105678555.6048,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2012,105281183.244,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2013,59396379.3984,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2014,56020758.884,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2015,59830560.5012,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2016,72261801.9348,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2017,69458973.4068,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2018,67424433.9784,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2019,67617412.0255984,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2020,64443634.4588,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2021,61992660.694,13,"BP PRODUCTS NORTH AMERICA INC"
"BP",2022,59587795.2292,13,"BP PRODUCTS NORTH AMERICA INC"
"BRK",2010,83779796.2192,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2011,1008353,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2012,1114915,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2013,1023853,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2014,1037729,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2015,113739906.2468,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2016,102599882.1342,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2017,102698961.8452,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2018,108752722.0196,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2019,126915623.8374,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2020,115128335.7142,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2021,125679443.4188,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"BRK",2022,114435410.5956,13,"MID-AMERICAN ENERGY HOLDINGS CO"
"CAG",2010,327614,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2011,406489,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2012,416854,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2013,406647,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2014,415920,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2015,552198,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2016,198075,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2017,120982,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2018,93500,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2019,123700,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2020,140014,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2021,143520,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAG",2022,158390,13,"CONAGRA FOODS PACKAGED FOODS INC."
"CAT",2010,708693,13,"CATERPILLAR, INC."
"CAT",2011,1817698,13,"CATERPILLAR, INC."
"CAT",2012,2209445,13,"CATERPILLAR, INC."
"CAT",2013,2214969,13,"CATERPILLAR, INC."
"CAT",2014,2169762,13,"CATERPILLAR, INC."
"CAT",2015,2184624,13,"CATERPILLAR, INC."
"CAT",2016,2077336,13,"CATERPILLAR, INC."
"CAT",2017,2300796,13,"CATERPILLAR, INC."
"CAT",2018,2564168,13,"CATERPILLAR, INC."
"CAT",2019,2385852,13,"CATERPILLAR, INC."
"CAT",2020,1837048,13,"CATERPILLAR, INC."
"CAT",2021,1886508,13,"CATERPILLAR, INC."
"CAT",2022,1919220,13,"CATERPILLAR, INC."
"CBT",2010,4882932,13,"CABOT CORPORATION"
"CBT",2011,10975890,13,"CABOT CORPORATION"
"CBT",2012,15278292,13,"CABOT CORPORATION"
"CBT",2013,9536064,13,"CABOT CORPORATION"
"CBT",2014,10540854,13,"CABOT CORPORATION"
"CBT",2015,10217604,13,"CABOT CORPORATION"
"CBT",2016,9671208,13,"CABOT CORPORATION"
"CBT",2017,9744402,13,"CABOT CORPORATION"
"CBT",2018,7270032,13,"CABOT CORPORATION"
"CBT",2019,6907392,13,"CABOT CORPORATION"
"CBT",2020,5259918,13,"CABOT CORPORATION"
"CBT",2021,5188926,13,"CABOT CORPORATION"
"CBT",2022,4962000,13,"CABOT CORPORATION"
